Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
BJRI,"BJ&#39;s Restaurants, Inc.",54.1,$1.12B,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bjri,
BBOX,Black Box Corporation,1.95,$29.52M,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bbox,
BRAC,Black Ridge Acquisition Corp.,9.721,$42.25M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/brac,
BRACR,Black Ridge Acquisition Corp.,0.3,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bracr,
BRACU,Black Ridge Acquisition Corp.,10.59,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bracu,
BRACW,Black Ridge Acquisition Corp.,0.4099,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bracw,
BLKB,"Blackbaud, Inc.",100.98,$4.9B,2004.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blkb,
HAWK,"Blackhawk Network Holdings, Inc.",44.85,$2.55B,2013.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/hawk,
BL,"BlackLine, Inc.",40.815,$2.18B,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bl,
BKCC,BlackRock Capital Investment Corporation,5.97,$436.16M,2007.0,,,https://www.nasdaq.com/symbol/bkcc,
ADRA,BLDRS Asia 50 ADR Index Fund,34.3,$22.3M,,,,https://www.nasdaq.com/symbol/adra,
ADRD,BLDRS Developed Markets 100 ADR Index Fund,23.27,$68.65M,,,,https://www.nasdaq.com/symbol/adrd,
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,43.84,$166.59M,,,,https://www.nasdaq.com/symbol/adre,
ADRU,BLDRS Europe 100 ADR Index Fund,22.601,$16.95M,,,,https://www.nasdaq.com/symbol/adru,
BLNK,Blink Charging Co.,1.48,$28.51M,,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnk,
BLNKW,Blink Charging Co.,0.18,,,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnkw,
BLMN,"Bloomin&#39; Brands, Inc.",24.42,$2.23B,2012.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/blmn,
BCOR,"Blucora, Inc.",25.75,$1.21B,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/bcor,
BLBD,Blue Bird Corporation,23.85,$573.16M,2014.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/blbd,
BHBK,"Blue Hills Bancorp, Inc.",20.6,$553.35M,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bhbk,
BLUE,"bluebird bio, Inc.",174.1,$8.73B,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue,
BKEP,"Blueknight Energy Partners L.P., L.L.C.",4.35,$175.35M,2011.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bkep,
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",6.95,$209.6M,,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bkepp,
BPMC,Blueprint Medicines Corporation,78.43,$3.44B,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmc,
ITEQ,BlueStar Israel Technology ETF,32.98,,,,,https://www.nasdaq.com/symbol/iteq,
BMCH,"BMC Stock Holdings, Inc.",17.9,$1.2B,2013.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bmch,
BOFI,"BofI Holding, Inc.",40.68,$2.54B,2005.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bofi,
BOFIL,"BofI Holding, Inc.",25.6,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bofil,
WIFI,"Boingo Wireless, Inc.",22.96,$958.73M,2011.0,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/wifi,
BOJA,"Bojangles&#39;, Inc.",14.95,$548.27M,2015.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/boja,
BOKF,BOK Financial Corporation,101.35,$6.63B,,Finance,Major Banks,https://www.nasdaq.com/symbol/bokf,
BOKFL,BOK Financial Corporation,25.02,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bokfl,
BNSO,"Bonso Electronics International, Inc.",3.1401,$15.4M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bnso,
BKNG,Booking Holdings Inc.,2175.71,$104.87B,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bkng,
BRQS,"Borqs Technologies, Inc. ",6.8,$212.89M,2015.0,Technology,EDP Services,https://www.nasdaq.com/symbol/brqs,
BOMN,Boston Omaha Corporation,21.68,$394.24M,,Finance,Real Estate,https://www.nasdaq.com/symbol/bomn,
BPFH,"Boston Private Financial Holdings, Inc.",16.2,$1.36B,,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfh,
BPFHP,"Boston Private Financial Holdings, Inc.",25.3848,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfhp,
BPFHW,"Boston Private Financial Holdings, Inc.",10.7,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfhw,
EPAY,"Bottomline Technologies, Inc.",43.01,$1.75B,1999.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/epay,
BOXL,Boxlight Corporation,6.45,$62.23M,2017.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/boxl,
BCLI,Brainstorm Cell Therapeutics Inc.,3.44,$65.6M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcli,
BVNSC,Brandes Investment Trust,99.99,,,,,https://www.nasdaq.com/symbol/bvnsc,
BBRG,"Bravo Brio Restaurant Group, Inc.",4.0,$61.18M,2010.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bbrg,
BDGE,"Bridge Bancorp, Inc.",36.35,$719.01M,,Finance,Major Banks,https://www.nasdaq.com/symbol/bdge,
BLIN          ,"Bridgeline Digital, Inc.",1.65,$6.93M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blin,
BWB,"Bridgewater Bancshares, Inc.",13.47,$391.36M,2018.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bwb,
BRID,Bridgford Foods Corporation,14.95,$135.7M,,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/brid,
BCOV,Brightcove Inc.,9.775,$341.96M,2012.0,Technology,EDP Services,https://www.nasdaq.com/symbol/bcov,
BHF,"Brighthouse Financial, Inc.",49.73,$5.96B,,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhf,
AVGO,Broadcom Inc.,230.52,$94.69B,2009.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo,
BVSN,"BroadVision, Inc.",2.55,$12.74M,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bvsn,
BYFC,Broadway Financial Corporation,2.18,$59.88M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/byfc,
BWEN,"Broadwind Energy, Inc.",2.61,$39.94M,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/bwen,
BPY,Brookfield Property Partners L.P.,19.47,$4.97B,,Finance,Real Estate,https://www.nasdaq.com/symbol/bpy,
BRKL,"Brookline Bancorp, Inc.",16.8,$1.36B,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/brkl,
BRKS,"Brooks Automation, Inc.",27.99,$1.97B,1995.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/brks,
BRKR,Bruker Corporation,30.07,$4.69B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/brkr,
BMTC,Bryn Mawr Bank Corporation,45.25,$915.4M,,Finance,Major Banks,https://www.nasdaq.com/symbol/bmtc,
BLMT,"BSB Bancorp, Inc.",32.45,$316.11M,2011.0,Finance,Major Banks,https://www.nasdaq.com/symbol/blmt,
BSQR,BSQUARE Corporation,4.45,$56.47M,1999.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bsqr,
BLDR,"Builders FirstSource, Inc.",18.58,$2.13B,2005.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bldr,
BFST,"Business First Bancshares, Inc.",24.99,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bfst,
CFFI,C&F Financial Corporation,60.55,$212.07M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cffi,
CHRW,"C.H. Robinson Worldwide, Inc.",82.54,$11.51B,1997.0,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/chrw,
CA,CA Inc.,34.71,$14.47B,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ca,
CCMP,Cabot Microelectronics Corporation,106.19,$2.72B,2000.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/ccmp,
CDNS,"Cadence Design Systems, Inc.",40.8,$11.5B,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cdns,
CDZI,"Cadiz, Inc.",13.15,$305.35M,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cdzi,
CZR,Caesars Entertainment Corporation,11.75,$8.2B,2012.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/czr,
CSTE,Caesarstone Ltd.,18.75,$644.04M,2012.0,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cste,
PRSS,CafePress Inc.,1.42,$24.07M,2012.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prss,
CLBS,"Caladrius Biosciences, Inc.",4.24,$40.58M,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/clbs,
CHY,Calamos Convertible and High Income Fund,12.19,$884.23M,2003.0,,,https://www.nasdaq.com/symbol/chy,
CHI,Calamos Convertible Opportunities and Income Fund,11.46,$802.47M,2002.0,,,https://www.nasdaq.com/symbol/chi,
CCD,Calamos Dynamic Convertible & Income Fund,20.4,$497.45M,,,,https://www.nasdaq.com/symbol/ccd,
CHW,Calamos Global Dynamic Income Fund,9.3,$548.77M,2007.0,,,https://www.nasdaq.com/symbol/chw,
CGO,Calamos Global Total Return Fund,13.98,$118.63M,2005.0,,,https://www.nasdaq.com/symbol/cgo,
CSQ,Calamos Strategic Total Return Fund,11.95,$1.85B,2004.0,,,https://www.nasdaq.com/symbol/csq,
CAMP,CalAmp Corp.,19.77,$704.3M,1983.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/camp,
CVGW,"Calavo Growers, Inc.",93.95,$1.65B,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/cvgw,
CALA,"Calithera Biosciences, Inc.",6.5,$232.99M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cala,
CALM,"Cal-Maine Foods, Inc.",46.35,$2.25B,1996.0,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/calm,
CLMT,"Calumet Specialty Products Partners, L.P.",7.55,$580.64M,2006.0,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/clmt,
CRUSC,Calvert Management Series,99.99,$99.99M,,,,https://www.nasdaq.com/symbol/crusc,
CLXT,"Calyxt, Inc.",15.66,$437.77M,2017.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/clxt,
ABCD,"Cambium Learning Group, Inc.",10.4,$489.56M,,Consumer Services,Publishing,https://www.nasdaq.com/symbol/abcd,
CATC,Cambridge Bancorp,87.5,$358.82M,,Finance,Major Banks,https://www.nasdaq.com/symbol/catc,
CAC,Camden National Corporation,44.3,$688.29M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cac,
CAMT,Camtek Ltd.,7.27,$260.5M,2000.0,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/camt,
CSIQ,Canadian Solar Inc.,15.32,$897.47M,2006.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/csiq,
CGIX,"Cancer Genetics, Inc.",0.9099,$25.25M,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cgix,
CPHC,Canterbury Park Holding Corporation,14.75,$65.64M,,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/cphc,
CPLA,Capella Education Company,92.15,$1.07B,2006.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/cpla,
CCBG,Capital City Bank Group,22.73,$387.29M,,Finance,Major Banks,https://www.nasdaq.com/symbol/ccbg,
CPLP,Capital Product Partners L.P.,3.08,$391.92M,2007.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cplp,
CSWC,Capital Southwest Corporation,16.95,$274.37M,,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswc,
CSWCL,Capital Southwest Corporation,25.6999,,,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswcl,
CPTA,Capitala Finance Corp.,7.79,$124.32M,2013.0,,,https://www.nasdaq.com/symbol/cpta,
CPTAG,Capitala Finance Corp.,24.92,,,,,https://www.nasdaq.com/symbol/cptag,
CPTAL,Capitala Finance Corp.,25.5274,,,,,https://www.nasdaq.com/symbol/cptal,
CFFN,"Capitol Federal Financial, Inc.",12.72,$1.76B,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cffn,
CAPR,"Capricor Therapeutics, Inc.",1.32,$38.01M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/capr,
CSTR,"CapStar Financial Holdings, Inc.",19.77,$232.76M,2016.0,Finance,Major Banks,https://www.nasdaq.com/symbol/cstr,
CPST,Capstone Turbine Corporation,1.37,$74.09M,2000.0,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cpst,
CARA,"Cara Therapeutics, Inc.",12.49,$408.42M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cara,
CBLK,"Carbon Black, Inc.",23.94,$1.58B,,,,https://www.nasdaq.com/symbol/cblk,
CARB,"Carbonite, Inc.",32.25,$920.68M,2011.0,Technology,EDP Services,https://www.nasdaq.com/symbol/carb,
CRME,Cardiome Pharma Corporation,2.3299,$80.71M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crme,
CSII,"Cardiovascular Systems, Inc.",26.64,$884.93M,1981.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/csii,
CDLX,"Cardlytics, Inc.",14.44,$288.74M,2018.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cdlx,
CATM,Cardtronics plc,28.51,$1.31B,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/catm,
CDNA,"CareDx, Inc.",10.66,$309.94M,2014.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cdna,
CECO,Career Education Corporation,14.3,$995.44M,1998.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceco,
CTRE,"CareTrust REIT, Inc.",13.73,$1.05B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctre,
CARG,"CarGurus, Inc.",32.14,$4.32B,2017.0,Technology,EDP Services,https://www.nasdaq.com/symbol/carg,
CARO,Carolina Financial Corporation,39.53,$832.19M,,Finance,Major Banks,https://www.nasdaq.com/symbol/caro,
CART,"Carolina Trust BancShares, Inc.",8.14,$56.74M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cart,
CRZO,"Carrizo Oil & Gas, Inc.",20.2,$1.66B,1997.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crzo,
TAST,"Carrols Restaurant Group, Inc.",10.85,$396.45M,2006.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tast,
CARV,"Carver Bancorp, Inc.",3.0,$11.09M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/carv,
CASM,"CAS Medical Systems, Inc.",1.09,$31.29M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/casm,
CASA,"Casa Systems, Inc.",22.75,$1.86B,2017.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/casa,
CWST,"Casella Waste Systems, Inc.",26.97,$1.15B,1997.0,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/cwst,
CASY,"Caseys General Stores, Inc.",99.54,$3.74B,1983.0,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy,
CASI,"CASI Pharmaceuticals, Inc.",7.88,$678.3M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/casi,
CASS,"Cass Information Systems, Inc",61.64,$757.36M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cass,
CATB,"Catabasis Pharmaceuticals, Inc.",1.63,$47.33M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/catb,
CBIO,"Catalyst Biosciences, Inc. ",28.3,$336.59M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbio,
CPRX,"Catalyst Pharmaceuticals, Inc.",2.71,$277.93M,2006.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cprx,
CATS,"Catasys, Inc.",5.225,$83.15M,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cats,
CATY,Cathay General Bancorp,40.885,$3.32B,,Finance,Major Banks,https://www.nasdaq.com/symbol/caty,
CATYW,Cathay General Bancorp,22.21,,,Finance,Major Banks,https://www.nasdaq.com/symbol/catyw,
CGVIC,Causeway ETMF Trust,100.1,,,,,https://www.nasdaq.com/symbol/cgvic,
CIVEC,Causeway ETMF Trust,100.12,,,,,https://www.nasdaq.com/symbol/civec,
CVCO,"Cavco Industries, Inc.",174.25,$1.57B,,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/cvco,
CAVM,"Cavium, Inc.",75.27,$5.26B,2007.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/cavm,
CBFV,"CB Financial Services, Inc.",31.7,$171.63M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cbfv,
CBAK,"CBAK Energy Technology, Inc.",1.25,$32.79M,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cbak,
CBOE,"Cboe Global Markets, Inc.",102.49,$11.51B,2010.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cboe,
CBTX,"CBTX, Inc.",28.99,$730.27M,2017.0,Finance,Major Banks,https://www.nasdaq.com/symbol/cbtx,
CDK,"CDK Global, Inc.",64.66,$8.51B,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk,
CDTI,"CDTI Advanced Materials, Inc.",0.6849,$10.82M,,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cdti,
CDW,CDW Corporation,75.52,$11.48B,2013.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cdw,
CECE,CECO Environmental Corp.,4.68,$162.2M,,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cece,
CELC,Celcuity Inc.,19.9,$201.12M,2017.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/celc,
CELG,Celgene Corporation,86.89,$63.11B,1987.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celg,
CELGZ,Celgene Corporation,0.24,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celgz,
CLDX,"Celldex Therapeutics, Inc.",0.8021,$115.01M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/cldx,
APOP,Cellect Biotechnology Ltd.,6.76,$44.01M,2016.0,,,https://www.nasdaq.com/symbol/apop,
APOPW,Cellect Biotechnology Ltd.,1.8,,2016.0,,,https://www.nasdaq.com/symbol/apopw,
CLRB,"Cellectar Biosciences, Inc.",1.1,$19.13M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrb,
CLRBW,"Cellectar Biosciences, Inc.",0.1139,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbw,
CLRBZ,"Cellectar Biosciences, Inc.",0.48,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbz,
CLLS,Cellectis S.A.,28.92,$1.2B,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/clls,
CBMG,"Cellular Biomedicine Group, Inc.",19.45,$339.47M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbmg,
CLSN,Celsion Corporation,2.36,$41.87M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsn,
CELH,"Celsius Holdings, Inc.",5.27,$242.27M,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/celh,
CYAD,Celyad SA,34.3137,$338.76M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyad,
CETX,Cemtrex Inc.,2.7,$31.23M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetx,
CETXP,Cemtrex Inc.,5.19,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxp,
CETXW,Cemtrex Inc.,0.36,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxw,
CDEV,"Centennial Resource Development, Inc.",18.48,$5.12B,2016.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cdev,
CSFL,CenterState Bank Corporation,30.09,$2.52B,,Finance,Major Banks,https://www.nasdaq.com/symbol/csfl,
CETV,Central European Media Enterprises Ltd.,3.95,$587.45M,1994.0,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv,
CFBK,Central Federal Corporation,2.4,$55.96M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbk,
CENT,Central Garden & Pet Company,36.6,$1.9B,1993.0,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cent,
CENTA,Central Garden & Pet Company,34.33,$1.78B,,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/centa,
CVCY,Central Valley Community Bancorp,20.33,$279.58M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cvcy,
CENX,Century Aluminum Company,14.76,$1.29B,1996.0,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx,
CNBKA,"Century Bancorp, Inc.",79.45,$442.37M,1987.0,Finance,Major Banks,https://www.nasdaq.com/symbol/cnbka,
CNTY,"Century Casinos, Inc.",7.8,$229.03M,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cnty,
CRNT,Ceragon Networks Ltd.,2.69,$210.17M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/crnt,
CERC,Cerecor Inc.,4.04,$126.77M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc,
CERCW,Cerecor Inc.,0.3,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cercw,
CERN,Cerner Corporation,57.24,$18.99B,1986.0,Technology,EDP Services,https://www.nasdaq.com/symbol/cern,
CERS,Cerus Corporation,5.54,$723.54M,1997.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cers,
KOOL,Cesca Therapeutics Inc.,1.49,$16.2M,,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kool,
CEVA,"CEVA, Inc.",34.25,$761.06M,,Technology,Semiconductors,https://www.nasdaq.com/symbol/ceva,
CSBR,"Champions Oncology, Inc.",4.5255,$49.78M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/csbr,
CYOU,Changyou.com Limited,19.78,$1.04B,2009.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyou,
BURG,"Chanticleer Holdings, Inc.",3.43,$11.05M,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/burg,
CTHR,Charles & Colvard Ltd.,1.45,$31.28M,1997.0,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cthr,
GTLS,"Chart Industries, Inc.",59.08,$1.83B,2006.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gtls,
CHTR,"Charter Communications, Inc.",276.07,$65.56B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr,
CHFN,Charter Financial Corp.,24.1,$364.82M,2010.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/chfn,
CHKP,Check Point Software Technologies Ltd.,98.66,$15.69B,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chkp,
CHEK,Check-Cap Ltd.,4.55,$7.32M,2015.0,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chek,
CHEKW,Check-Cap Ltd.,0.18,,2015.0,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekw,
CKPT,"Checkpoint Therapeutics, Inc.",3.28,$105.01M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ckpt,
CEMI,"Chembio Diagnostics, Inc.",8.15,$115.43M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cemi,
CHFC,Chemical Financial Corporation,54.73,$3.9B,,Finance,Major Banks,https://www.nasdaq.com/symbol/chfc,
CCXI,"ChemoCentryx, Inc.",11.17,$548.13M,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ccxi,
CHMG,Chemung Financial Corp,48.5,$230.92M,,Finance,Major Banks,https://www.nasdaq.com/symbol/chmg,
CHKE,Cherokee Inc.,0.688,$9.63M,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/chke,
CHFS,"CHF Solutions, Inc.",3.61,$15.26M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/chfs,
CHMA,"Chiasma, Inc.",1.5,$36.58M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/chma,
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",7.69,$89.28M,2017.0,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/csse,
PLCE,"Children&#39;s Place, Inc. (The)",122.9,$2.02B,1997.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/plce,
CMRX,"Chimerix, Inc.",4.73,$225.87M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmrx,
CADC,"China Advanced Construction Materials Group, Inc.",2.45,$5.85M,,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/cadc,
CALI,China Auto Logistics Inc.,2.78,$13.46M,,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/cali,
CAAS,"China Automotive Systems, Inc.",4.3,$136.07M,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/caas,
CBPO,"China Biologic Products Holdings, Inc.",86.51,$2.87B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbpo,
CCCL,"China Ceramics Co., Ltd.",1.75,$6.74M,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cccl,
CCCR,"China Commercial Credit, Inc.",1.1492,$23.27M,2013.0,Finance,Major Banks,https://www.nasdaq.com/symbol/cccr,
CCRC,"China Customer Relations Centers, Inc.",17.13,$313.99M,2015.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ccrc,
JRJC,China Finance Online Co. Limited,1.93,$45.59M,2004.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jrjc,
HGSH,"China HGS Real Estate, Inc.",1.36,$61.27M,,Finance,Real Estate,https://www.nasdaq.com/symbol/hgsh,
